s2_token,total
8085809a0c000000,16
8085809a14000000,16
8085809a1c000000,18
8085809a24000000,18
8085809a2c000000,18
8085809a34000000,18
8085809a3c000000,18
8085809a44000000,16
8085809a4c000000,17
8085809a54000000,16
8085809a5c000000,16
8085809a64000000,16
8085809a6c000000,16
8085809a74000000,17
8085809a7c000000,17
8085809a84000000,16
8085809a8c000000,16
8085809a94000000,15
8085809a9c000000,14
8085809aa4000000,14
8085809aac000000,14
8085809ab4000000,14
8085809abc000000,14
8085809ac4000000,15
8085809acc000000,14
8085809ad4000000,14
8085809adc000000,14
8085809ae4000000,15
8085809aec000000,14
8085809af4000000,16
8085809afc000000,15
8085809b04000000,15
8085809b0c000000,15
8085809b14000000,16
8085809b1c000000,15
8085809b24000000,14
8085809b2c000000,15
8085809b34000000,15
8085809b3c000000,16
8085809b44000000,15
8085809b4c000000,15
8085809b54000000,16
8085809b5c000000,17
8085809b64000000,16
8085809b6c000000,15
8085809b74000000,16
8085809b7c000000,17
8085809b84000000,17
8085809b8c000000,18
8085809b94000000,18
8085809b9c000000,16
8085809ba4000000,16
8085809bac000000,16
8085809bb4000000,17
8085809bbc000000,16
8085809bc4000000,17
8085809bcc000000,17
8085809bd4000000,17
8085809bdc000000,17
8085809be4000000,19
8085809bec000000,17
8085809bf4000000,17
8085809bfc000000,18
8085809c04000000,16
8085809c0c000000,17
8085809c14000000,14
8085809c1c000000,15
8085809c24000000,14
8085809c2c000000,15
8085809c34000000,14
8085809c3c000000,14
8085809c44000000,14
8085809c4c000000,13
8085809c54000000,13
8085809c5c000000,16
8085809c64000000,17
8085809c6c000000,17
8085809c74000000,18
8085809c7c000000,17
8085809c84000000,17
8085809c8c000000,17
8085809c94000000,17
8085809c9c000000,17
8085809ca4000000,17
8085809cac000000,16
8085809cb4000000,16
8085809cbc000000,17
8085809cc4000000,18
8085809ccc000000,15
8085809cd4000000,15
8085809cdc000000,18
8085809ce4000000,16
8085809cec000000,17
8085809cf4000000,17
8085809cfc000000,15
8085809d04000000,14
8085809d0c000000,16
8085809d14000000,16
8085809d1c000000,14
8085809d24000000,17
8085809d2c000000,15
8085809d34000000,13
8085809d3c000000,14
8085809d44000000,13
8085809d4c000000,13
8085809d54000000,13
8085809d5c000000,13
8085809d64000000,15
8085809d6c000000,15
8085809d74000000,17
8085809d7c000000,19
8085809d84000000,18
8085809d8c000000,17
8085809d94000000,16
8085809d9c000000,17
8085809da4000000,15
8085809dac000000,14
8085809db4000000,14
8085809dbc000000,15
8085809dc4000000,15
8085809dcc000000,14
8085809dd4000000,17
8085809ddc000000,18
8085809de4000000,19
8085809dec000000,17
8085809df4000000,18
8085809dfc000000,20
8085809e04000000,20
8085809e0c000000,20
8085809e14000000,20
8085809e1c000000,22
8085809e24000000,22
8085809e2c000000,22
8085809e34000000,21
8085809e3c000000,21
8085809e44000000,20
8085809e4c000000,20
8085809e54000000,20
8085809e5c000000,20
8085809e64000000,18
8085809e6c000000,18
8085809e74000000,20
8085809e7c000000,17
8085809e84000000,16
8085809e8c000000,18
8085809e94000000,16
8085809e9c000000,16
8085809ea4000000,15
8085809eac000000,15
8085809eb4000000,16
8085809ebc000000,16
8085809ec4000000,17
8085809ecc000000,17
8085809ed4000000,19
8085809edc000000,20
8085809ee4000000,21
8085809eec000000,19
8085809ef4000000,20
8085809efc000000,21
8085809f04000000,22
8085809f0c000000,23
8085809f14000000,23
8085809f1c000000,21
8085809f24000000,21
8085809f2c000000,22
8085809f34000000,22
8085809f3c000000,22
8085809f44000000,23
8085809f4c000000,22
8085809f54000000,24
8085809f5c000000,24
8085809f64000000,24
8085809f6c000000,24
8085809f74000000,23
8085809f7c000000,24
8085809f84000000,26
8085809f8c000000,26
8085809f94000000,25
8085809f9c000000,25
8085809fa4000000,21
8085809fac000000,22
8085809fb4000000,23
8085809fbc000000,23
8085809fc4000000,24
8085809fcc000000,23
8085809fd4000000,23
8085809fdc000000,23
8085809fe4000000,25
8085809fec000000,26
8085809ff4000000,29
8085809ffc000000,29
808580a004000000,30
808580a00c000000,30
808580a014000000,29
808580a01c000000,30
808580a024000000,29
808580a02c000000,27
808580a034000000,29
808580a03c000000,30
808580a044000000,30
808580a04c000000,31
808580a054000000,28
808580a05c000000,30
808580a064000000,30
808580a06c000000,29
808580a074000000,30
808580a07c000000,32
808580a084000000,32
808580a08c000000,31
808580a094000000,31
808580a09c000000,30
808580a0a4000000,30
808580a0ac000000,30
808580a0b4000000,32
808580a0bc000000,32
808580a0c4000000,29
808580a0cc000000,29
808580a0d4000000,29
808580a0dc000000,29
808580a0e4000000,28
808580a0ec000000,29
808580a0f4000000,30
808580a0fc000000,32
808580a104000000,29
808580a10c000000,29
808580a114000000,30
808580a11c000000,28
808580a124000000,29
808580a12c000000,29
808580a134000000,28
808580a13c000000,29
808580a144000000,29
808580a14c000000,28
808580a154000000,26
808580a15c000000,27
808580a164000000,25
808580a16c000000,28
808580a174000000,26
808580a17c000000,26
808580a184000000,26
808580a18c000000,27
808580a194000000,25
808580a19c000000,25
808580a1a4000000,28
808580a1ac000000,30
808580a1b4000000,29
808580a1bc000000,24
808580a1c4000000,24
808580a1cc000000,27
808580a1d4000000,27
808580a1dc000000,24
808580a1e4000000,24
808580a1ec000000,25
808580a1f4000000,24
808580a1fc000000,24
808580a204000000,26
808580a20c000000,25
808580a214000000,26
808580a21c000000,25
808580a224000000,27
808580a22c000000,25
808580a234000000,25
808580a23c000000,25
808580a244000000,26
808580a24c000000,25
808580a254000000,24
808580a25c000000,24
808580a264000000,25
808580a26c000000,25
808580a274000000,25
808580a27c000000,25
808580a284000000,25
808580a28c000000,25
808580a294000000,23
808580a29c000000,23
808580a2a4000000,22
808580a2ac000000,23
808580a2b4000000,25
808580a2bc000000,24
808580a2c4000000,24
808580a2cc000000,24
808580a2d4000000,24
808580a2dc000000,24
808580a2e4000000,24
808580a2ec000000,24
808580a2f4000000,24
808580a2fc000000,22
808580a304000000,21
808580a30c000000,22
808580a314000000,23
808580a31c000000,22
808580a324000000,23
808580a32c000000,23
808580a334000000,22
808580a33c000000,23
808580a344000000,24
808580a34c000000,22
808580a354000000,24
808580a35c000000,21
808580a364000000,20
808580a36c000000,21
808580a374000000,20
808580a37c000000,23
808580a384000000,23
808580a38c000000,22
808580a394000000,23
808580a39c000000,24
808580a3a4000000,21
808580a3ac000000,23
808580a3b4000000,25
808580a3bc000000,22
808580a3c4000000,25
808580a3cc000000,25
808580a3d4000000,26
808580a3dc000000,24
808580a3e4000000,25
808580a3ec000000,24
808580a3f4000000,24
808580a3fc000000,26
808580a404000000,27
808580a40c000000,27
808580a414000000,28
808580a41c000000,27
808580a424000000,26
808580a42c000000,28
808580a434000000,29
808580a43c000000,27
808580a444000000,28
808580a44c000000,30
808580a454000000,30
808580a45c000000,30
808580a464000000,26
808580a46c000000,27
808580a474000000,23
808580a47c000000,24
808580a484000000,23
808580a48c000000,23
808580a494000000,23
808580a49c000000,23
808580a4a4000000,22
808580a4ac000000,22
808580a4b4000000,22
808580a4bc000000,22
808580a4c4000000,23
808580a4cc000000,24
808580a4d4000000,23
808580a4dc000000,27
808580a4e4000000,28
808580a4ec000000,25
808580a4f4000000,28
808580a4fc000000,30
808580a504000000,30
808580a50c000000,30
808580a514000000,29
808580a51c000000,30
808580a524000000,27
808580a52c000000,26
808580a534000000,27
808580a53c000000,28
808580a544000000,28
808580a54c000000,26
808580a554000000,26
808580a55c000000,28
808580a564000000,25
808580a56c000000,29
808580a574000000,26
808580a57c000000,25
808580a584000000,26
808580a58c000000,26
808580a594000000,28
808580a59c000000,27
808580a5a4000000,27
808580a5ac000000,29
808580a5b4000000,28
808580a5bc000000,27
808580a5c4000000,28
808580a5cc000000,29
808580a5d4000000,30
808580a5dc000000,30
808580a5e4000000,29
808580a5ec000000,27
808580a5f4000000,28
808580a5fc000000,27
808580a604000000,25
808580a60c000000,26
808580a614000000,25
808580a61c000000,24
808580a624000000,24
808580a62c000000,24
808580a634000000,24
808580a63c000000,24
808580a644000000,24
808580a64c000000,23
808580a654000000,25
808580a65c000000,25
808580a664000000,27
808580a66c000000,25
808580a674000000,28
808580a67c000000,29
808580a684000000,28
808580a68c000000,28
808580a694000000,28
808580a69c000000,26
808580a6a4000000,26
808580a6ac000000,26
808580a6b4000000,26
808580a6bc000000,26
808580a6c4000000,27
808580a6cc000000,26
808580a6d4000000,28
808580a6dc000000,28
808580a6e4000000,29
808580a6ec000000,28
808580a6f4000000,29
808580a6fc000000,27
808580a704000000,28
808580a70c000000,30
808580a714000000,29
808580a71c000000,27
808580a724000000,29
808580a72c000000,31
808580a734000000,30
808580a73c000000,29
808580a744000000,31
808580a74c000000,32
808580a754000000,29
808580a75c000000,27
808580a764000000,27
808580a76c000000,28
808580a774000000,26
808580a77c000000,25
808580a784000000,26
808580a78c000000,25
808580a794000000,26
808580a79c000000,26
808580a7a4000000,28
808580a7ac000000,27
808580a7b4000000,27
808580a7bc000000,27
808580a7c4000000,26
808580a7cc000000,26
808580a7d4000000,27
808580a7dc000000,22
808580a7e4000000,23
808580a7ec000000,23
808580a7f4000000,26
808580a7fc000000,23
808580a804000000,23
808580a80c000000,21
808580a814000000,22
808580a81c000000,23
808580a824000000,21
808580a82c000000,20
808580a834000000,22
808580a83c000000,23
808580a844000000,21
808580a84c000000,21
808580a854000000,20
808580a85c000000,20
808580a864000000,21
808580a86c000000,21
808580a874000000,21
808580a87c000000,24
808580a884000000,24
808580a88c000000,20
808580a894000000,23
808580a89c000000,25
808580a8a4000000,24
808580a8ac000000,25
808580a8b4000000,24
808580a8bc000000,24
808580a8c4000000,19
808580a8cc000000,20
808580a8d4000000,20
808580a8dc000000,19
808580a8e4000000,18
808580a8ec000000,19
808580a8f4000000,19
808580a8fc000000,19
808580a904000000,19
808580a90c000000,20
808580a914000000,19
808580a91c000000,20
808580a924000000,19
808580a92c000000,19
808580a934000000,19
808580a93c000000,19
808580a944000000,19
808580a94c000000,19
808580a954000000,20
808580a95c000000,19
808580a964000000,18
808580a96c000000,19
808580a974000000,18
808580a97c000000,19
808580a984000000,22
808580a98c000000,23
808580a994000000,25
808580a99c000000,20
808580a9a4000000,18
808580a9ac000000,21
808580a9b4000000,22
808580a9bc000000,21
808580a9c4000000,21
808580a9cc000000,20
808580a9d4000000,20
808580a9dc000000,21
808580a9e4000000,23
808580a9ec000000,24
808580a9f4000000,24
808580a9fc000000,23
808580aa04000000,24
808580aa0c000000,26
808580aa14000000,25
808580aa1c000000,25
808580aa24000000,23
808580aa2c000000,21
808580aa34000000,21
808580aa3c000000,22
808580aa44000000,24
808580aa4c000000,21
808580aa54000000,21
808580aa5c000000,23
808580aa64000000,23
808580aa6c000000,24
808580aa74000000,23
808580aa7c000000,23
808580aa84000000,21
808580aa8c000000,21
808580aa94000000,21
808580aa9c000000,22
808580aaa4000000,21
808580aaac000000,23
808580aab4000000,21
808580aabc000000,22
808580aac4000000,22
808580aacc000000,24
808580aad4000000,22
808580aadc000000,22
808580aae4000000,20
808580aaec000000,21
808580aaf4000000,22
808580aafc000000,21
808580ab04000000,19
808580ab0c000000,17
808580ab14000000,15
808580ab1c000000,19
808580ab24000000,19
808580ab2c000000,20
808580ab34000000,17
808580ab3c000000,17
808580ab44000000,15
808580ab4c000000,15
808580ab54000000,14
808580ab5c000000,14
808580ab64000000,15
808580ab6c000000,15
808580ab74000000,16
808580ab7c000000,15
808580ab84000000,17
808580ab8c000000,18
808580ab94000000,18
808580ab9c000000,17
808580aba4000000,17
808580abac000000,19
808580abb4000000,20
808580abbc000000,19
808580abc4000000,19
808580abcc000000,21
808580abd4000000,20
808580abdc000000,19
808580abe4000000,19
808580abec000000,20
808580abf4000000,18
808580abfc000000,19
808580ac04000000,19
808580ac0c000000,20
808580ac14000000,18
808580ac1c000000,18
808580ac24000000,19
808580ac2c000000,19
808580ac34000000,18
808580ac3c000000,19
808580ac44000000,15
808580ac4c000000,18
808580ac54000000,14
808580ac5c000000,15
808580ac64000000,14
808580ac6c000000,16
808580ac74000000,17
808580ac7c000000,14
808580ac84000000,14
808580ac8c000000,14
808580ac94000000,13
808580ac9c000000,14
808580aca4000000,14
808580acac000000,14
808580acb4000000,14
808580acbc000000,15
808580acc4000000,13
808580accc000000,13
808580acd4000000,13
808580acdc000000,12
808580ace4000000,14
808580acec000000,14
808580acf4000000,14
808580acfc000000,14
808580ad04000000,14
808580ad0c000000,13
808580ad14000000,13
808580ad1c000000,13
808580ad24000000,13
808580ad2c000000,14
808580ad34000000,13
808580ad3c000000,14
808580ad44000000,13
808580ad4c000000,13
808580ad54000000,13
808580ad5c000000,12
808580ad64000000,13
808580ad6c000000,13
808580ad74000000,16
808580ad7c000000,17
808580ad84000000,19
808580ad8c000000,19
808580ad94000000,18
808580ad9c000000,18
808580ada4000000,18
808580adac000000,16
808580adb4000000,18
808580adbc000000,19
808580adc4000000,18
808580adcc000000,18
808580add4000000,17
808580addc000000,17
808580ade4000000,21
808580adec000000,18
808580adf4000000,19
808580adfc000000,21
808580ae04000000,21
808580ae0c000000,21
808580ae14000000,20
808580ae1c000000,20
808580ae24000000,22
808580ae2c000000,22
808580ae34000000,21
808580ae3c000000,20
808580ae44000000,18
808580ae4c000000,23
808580ae54000000,18
808580ae5c000000,20
808580ae64000000,19
808580ae6c000000,19
808580ae74000000,19
808580ae7c000000,18
808580ae84000000,19
808580ae8c000000,20
808580ae94000000,21
808580ae9c000000,20
808580aea4000000,20
808580aeac000000,20
808580aeb4000000,19
808580aebc000000,22
808580aec4000000,23
808580aecc000000,20
808580aed4000000,21
808580aedc000000,21
808580aee4000000,18
808580aeec000000,22
808580aef4000000,21
808580aefc000000,17
808580af04000000,19
808580af0c000000,21
808580af14000000,21
808580af1c000000,18
808580af24000000,20
808580af2c000000,20
808580af34000000,20
808580af3c000000,22
808580af44000000,24
808580af4c000000,24
808580af54000000,23
808580af5c000000,27
808580af64000000,26
808580af6c000000,26
808580af74000000,26
808580af7c000000,26
808580af84000000,25
808580af8c000000,24
808580af94000000,25
808580af9c000000,25
808580afa4000000,22
808580afac000000,21
808580afb4000000,23
808580afbc000000,24
808580afc4000000,24
808580afcc000000,21
808580afd4000000,22
808580afdc000000,23
808580afe4000000,24
808580afec000000,23
808580aff4000000,26
808580affc000000,24
808580b004000000,25
808580b00c000000,24
808580b014000000,24
808580b01c000000,24
808580b024000000,24
808580b02c000000,25
808580b034000000,24
808580b03c000000,24
808580b044000000,24
808580b04c000000,24
808580b054000000,23
808580b05c000000,24
808580b064000000,23
808580b06c000000,24
808580b074000000,24
808580b07c000000,22
808580b084000000,20
808580b08c000000,22
808580b094000000,19
808580b09c000000,21
808580b0a4000000,20
808580b0ac000000,19
808580b0b4000000,18
808580b0bc000000,19
808580b0c4000000,18
808580b0cc000000,17
808580b0d4000000,17
808580b0dc000000,19
808580b0e4000000,19
808580b0ec000000,20
808580b0f4000000,21
808580b0fc000000,20
808580b104000000,21
808580b10c000000,22
808580b114000000,20
808580b11c000000,19
808580b124000000,18
808580b12c000000,17
808580b134000000,18
808580b13c000000,19
808580b144000000,18
808580b14c000000,18
808580b154000000,15
808580b15c000000,16
808580b164000000,16
808580b16c000000,18
808580b174000000,21
808580b17c000000,20
808580b184000000,20
808580b18c000000,21
808580b194000000,24
808580b19c000000,23
808580b1a4000000,22
808580b1ac000000,23
808580b1b4000000,25
808580b1bc000000,23
808580b1c4000000,24
808580b1cc000000,25
808580b1d4000000,23
808580b1dc000000,22
808580b1e4000000,20
808580b1ec000000,22
808580b1f4000000,20
808580b1fc000000,21
808580b204000000,20
808580b20c000000,20
808580b214000000,20
808580b21c000000,20
808580b224000000,20
808580b22c000000,19
808580b234000000,18
808580b23c000000,19
808580b244000000,19
808580b24c000000,17
808580b254000000,17
808580b25c000000,20
808580b264000000,19
808580b26c000000,21
808580b274000000,21
808580b27c000000,19
808580b284000000,17
808580b28c000000,17
808580b294000000,16
808580b29c000000,15
808580b2a4000000,13
808580b2ac000000,12
808580b2b4000000,12
808580b2bc000000,15
808580b2c4000000,14
808580b2cc000000,13
808580b2d4000000,13
808580b2dc000000,14
808580b2e4000000,14
808580b2ec000000,14
808580b2f4000000,17
808580b2fc000000,16
808580b304000000,16
808580b30c000000,15
808580b314000000,15
808580b31c000000,12
808580b324000000,12
808580b32c000000,12
808580b334000000,11
808580b33c000000,12
808580b344000000,13
808580b34c000000,11
808580b354000000,12
808580b35c000000,13
808580b364000000,14
808580b36c000000,14
808580b374000000,15
808580b37c000000,14
808580b384000000,14
808580b38c000000,17
808580b394000000,15
808580b39c000000,14
808580b3a4000000,16
808580b3ac000000,16
808580b3b4000000,16
808580b3bc000000,14
808580b3c4000000,16
808580b3cc000000,16
808580b3d4000000,18
808580b3dc000000,17
808580b3e4000000,15
808580b3ec000000,16
808580b3f4000000,16
808580b3fc000000,14
808580b404000000,15
808580b40c000000,15
808580b414000000,15
808580b41c000000,14
808580b424000000,15
808580b42c000000,16
808580b434000000,16
808580b43c000000,15
808580b444000000,15
808580b44c000000,15
808580b454000000,15
808580b45c000000,14
808580b464000000,15
808580b46c000000,14
808580b474000000,15
808580b47c000000,12
808580b484000000,12
808580b48c000000,12
808580b494000000,11
808580b49c000000,12
808580b4a4000000,12
808580b4ac000000,12
808580b4b4000000,10
808580b4bc000000,11
808580b4c4000000,11
808580b4cc000000,11
808580b4d4000000,12
808580b4dc000000,12
808580b4e4000000,11
808580b4ec000000,11
808580b4f4000000,11
808580b4fc000000,11
808580b504000000,14
808580b50c000000,16
808580b514000000,13
808580b51c000000,13
808580b524000000,13
808580b52c000000,12
808580b534000000,12
808580b53c000000,12
808580b544000000,14
808580b54c000000,13
808580b554000000,14
808580b55c000000,14
808580b564000000,16
808580b56c000000,14
808580b574000000,14
808580b57c000000,14
808580b584000000,16
808580b58c000000,14
808580b594000000,16
808580b59c000000,16
808580b5a4000000,17
808580b5ac000000,16
808580b5b4000000,16
808580b5bc000000,16
808580b5c4000000,16
808580b5cc000000,16
808580b5d4000000,16
808580b5dc000000,15
808580b5e4000000,15
808580b5ec000000,15
808580b5f4000000,15
808580b5fc000000,15
808580b604000000,16
808580b60c000000,16
808580b614000000,16
808580b61c000000,17
808580b624000000,14
808580b62c000000,15
808580b634000000,15
808580b63c000000,16
808580b644000000,17
808580b64c000000,17
808580b654000000,16
808580b65c000000,17
808580b664000000,17
808580b66c000000,17
808580b674000000,16
808580b67c000000,16
808580b684000000,16
808580b68c000000,17
808580b694000000,16
808580b69c000000,14
808580b6a4000000,14
808580b6ac000000,15
808580b6b4000000,16
808580b6bc000000,16
808580b6c4000000,16
808580b6cc000000,16
808580b6d4000000,17
808580b6dc000000,17
808580b6e4000000,16
808580b6ec000000,16
808580b6f4000000,17
808580b6fc000000,17
808580b704000000,17
808580b70c000000,17
808580b714000000,17
808580b71c000000,16
808580b724000000,18
808580b72c000000,17
808580b734000000,18
808580b73c000000,17
808580b744000000,18
808580b74c000000,19
808580b754000000,18
808580b75c000000,18
808580b764000000,16
808580b76c000000,15
808580b774000000,15
808580b77c000000,15
808580b784000000,16
808580b78c000000,16
808580b794000000,16
808580b79c000000,16
808580b7a4000000,17
808580b7ac000000,17
808580b7b4000000,16
808580b7bc000000,17
808580b7c4000000,17
808580b7cc000000,13
808580b7d4000000,14
808580b7dc000000,15
808580b7e4000000,15
808580b7ec000000,16
808580b7f4000000,15
808580b7fc000000,16
808580b804000000,16
808580b80c000000,14
808580b814000000,15
808580b81c000000,16
808580b824000000,16
808580b82c000000,16
808580b834000000,16
808580b83c000000,16
808580b844000000,15
808580b84c000000,17
808580b854000000,16
808580b85c000000,15
808580b864000000,15
808580b86c000000,15
808580b874000000,14
808580b87c000000,14
808580b884000000,15
808580b88c000000,15
808580b894000000,14
808580b89c000000,15
808580b8a4000000,15
808580b8ac000000,14
808580b8b4000000,14
808580b8bc000000,15
808580b8c4000000,16
808580b8cc000000,14
808580b8d4000000,16
808580b8dc000000,17
808580b8e4000000,17
808580b8ec000000,17
808580b8f4000000,17
808580b8fc000000,17
808580b904000000,18
808580b90c000000,19
808580b914000000,19
808580b91c000000,18
808580b924000000,16
808580b92c000000,17
808580b934000000,16
808580b93c000000,18
808580b944000000,17
808580b94c000000,17
808580b954000000,19
808580b95c000000,19
808580b964000000,18
808580b96c000000,17
808580b974000000,17
808580b97c000000,18
808580b984000000,17
808580b98c000000,17
808580b994000000,15
808580b99c000000,16
808580b9a4000000,16
808580b9ac000000,17
808580b9b4000000,16
808580b9bc000000,15
808580b9c4000000,15
808580b9cc000000,16
808580b9d4000000,15
808580b9dc000000,16
808580b9e4000000,16
808580b9ec000000,16
808580b9f4000000,18
808580b9fc000000,18
808580ba04000000,20
808580ba0c000000,22
808580ba14000000,22
808580ba1c000000,21
808580ba24000000,20
808580ba2c000000,18
808580ba34000000,20
808580ba3c000000,22
808580ba44000000,21
808580ba4c000000,21
808580ba54000000,22
808580ba5c000000,21
808580ba64000000,21
808580ba6c000000,22
808580ba74000000,21
808580ba7c000000,21
808580ba84000000,20
808580ba8c000000,22
808580ba94000000,21
808580ba9c000000,23
808580baa4000000,25
808580baac000000,27
808580bab4000000,28
808580babc000000,24
808580bac4000000,22
808580bacc000000,29
808580bad4000000,25
808580badc000000,23
808580bae4000000,22
808580baec000000,21
808580baf4000000,21
808580bafc000000,21
808580bb04000000,23
808580bb0c000000,23
808580bb14000000,24
808580bb1c000000,22
808580bb24000000,24
808580bb2c000000,24
808580bb34000000,21
808580bb3c000000,24
808580bb44000000,23
808580bb4c000000,22
808580bb54000000,23
808580bb5c000000,24
808580bb64000000,24
808580bb6c000000,24
808580bb74000000,22
808580bb7c000000,24
808580bb84000000,22
808580bb8c000000,21
808580bb94000000,20
808580bb9c000000,22
808580bba4000000,22
808580bbac000000,23
808580bbb4000000,20
808580bbbc000000,20
808580bbc4000000,19
808580bbcc000000,19
808580bbd4000000,16
808580bbdc000000,18
808580bbe4000000,19
808580bbec000000,19
808580bbf4000000,20
808580bbfc000000,19
808580bc04000000,18
808580bc0c000000,19
808580bc14000000,20
808580bc1c000000,19
808580bc24000000,20
808580bc2c000000,20
808580bc34000000,21
808580bc3c000000,21
808580bc44000000,23
808580bc4c000000,22
808580bc54000000,24
808580bc5c000000,24
808580bc64000000,23
808580bc6c000000,24
808580bc74000000,22
808580bc7c000000,25
808580bc84000000,24
808580bc8c000000,24
808580bc94000000,24
808580bc9c000000,24
808580bca4000000,24
808580bcac000000,23
808580bcb4000000,22
808580bcbc000000,24
808580bcc4000000,24
808580bccc000000,24
808580bcd4000000,24
808580bcdc000000,25
808580bce4000000,25
808580bcec000000,24
808580bcf4000000,25
808580bcfc000000,25
808580bd04000000,24
808580bd0c000000,24
808580bd14000000,24
808580bd1c000000,25
808580bd24000000,25
808580bd2c000000,25
808580bd34000000,26
808580bd3c000000,26
808580bd44000000,25
808580bd4c000000,26
808580bd54000000,23
808580bd5c000000,23
808580bd64000000,23
808580bd6c000000,24
808580bd74000000,22
808580bd7c000000,22
808580bd84000000,21
808580bd8c000000,19
808580bd94000000,19
808580bd9c000000,21
808580bda4000000,23
808580bdac000000,24
808580bdb4000000,21
808580bdbc000000,21
808580bdc4000000,18
808580bdcc000000,22
808580bdd4000000,18
808580bddc000000,15
808580bde4000000,16
808580bdec000000,15
808580bdf4000000,17
808580bdfc000000,17
808580be04000000,18
808580be0c000000,18
808580be14000000,16
808580be1c000000,16
808580be24000000,16
808580be2c000000,15
808580be34000000,14
808580be3c000000,15
808580be44000000,17
808580be4c000000,15
808580be54000000,17
808580be5c000000,17
808580be64000000,17
808580be6c000000,18
808580be74000000,17
808580be7c000000,17
808580be84000000,18
808580be8c000000,18
808580be94000000,17
808580be9c000000,18
808580bea4000000,18
808580beac000000,18
808580beb4000000,18
808580bebc000000,18
808580bec4000000,17
808580becc000000,17
808580bed4000000,15
808580bedc000000,15
808580bee4000000,15
808580beec000000,17
808580bef4000000,18
808580befc000000,15
808580bf04000000,13
808580bf0c000000,13
808580bf14000000,13
808580bf1c000000,13
808580bf24000000,14
808580bf2c000000,15
808580bf34000000,14
808580bf3c000000,12
808580bf44000000,14
808580bf4c000000,14
808580bf54000000,14
808580bf5c000000,15
808580bf64000000,14
808580bf6c000000,13
808580bf74000000,13
808580bf7c000000,14
808580bf84000000,14
808580bf8c000000,13
808580bf94000000,14
808580bf9c000000,14
808580bfa4000000,13
808580bfac000000,13
808580bfb4000000,15
808580bfbc000000,14
808580bfc4000000,13
808580bfcc000000,14
808580bfd4000000,14
808580bfdc000000,14
808580bfe4000000,13
808580bfec000000,12
808580bff4000000,12
808580bffc000000,11
808580c004000000,11
808580c00c000000,12
808580c014000000,12
808580c01c000000,10
808580c024000000,9
808580c02c000000,10
808580c034000000,10
808580c03c000000,11
808580c044000000,12
808580c04c000000,10
808580c054000000,10
808580c05c000000,12
808580c064000000,12
808580c06c000000,12
808580c074000000,12
808580c07c000000,14
808580c084000000,14
808580c08c000000,13
808580c094000000,15
808580c09c000000,15
808580c0a4000000,16
808580c0ac000000,15
808580c0b4000000,16
808580c0bc000000,17
808580c0c4000000,15
808580c0cc000000,16
808580c0d4000000,14
808580c0dc000000,13
808580c0e4000000,14
808580c0ec000000,14
808580c0f4000000,12
808580c0fc000000,11
808580c104000000,11
808580c10c000000,10
808580c114000000,12
808580c11c000000,13
808580c124000000,13
808580c12c000000,13
808580c134000000,12
808580c13c000000,12
808580c144000000,11
808580c14c000000,10
808580c154000000,10
808580c15c000000,9
808580c164000000,9
808580c16c000000,10
808580c174000000,9
808580c17c000000,8
808580c184000000,10
808580c18c000000,11
808580c194000000,10
808580c19c000000,10
808580c1a4000000,10
808580c1ac000000,10
808580c1b4000000,10
808580c1bc000000,10
808580c1c4000000,10
808580c1cc000000,10
808580c1d4000000,10
808580c1dc000000,10
808580c1e4000000,10
808580c1ec000000,10
808580c1f4000000,10
808580c1fc000000,9
808580c204000000,9
808580c20c000000,8
808580c214000000,8
808580c21c000000,9
808580c224000000,10
808580c22c000000,10
808580c234000000,9
808580c23c000000,8
808580c244000000,7
808580c24c000000,7
808580c254000000,7
808580c25c000000,7
808580c264000000,7
808580c26c000000,7
808580c274000000,7
808580c27c000000,5
808580c284000000,4
808580c28c000000,5
808580c294000000,3
808580c29c000000,3
808580c2a4000000,2
808580c2ac000000,2
808580c2b4000000,2
808580c2bc000000,2
808580c2c4000000,2
808580c2cc000000,2
808580c2d4000000,2
808580c2dc000000,3
808580c2e4000000,5
808580c2ec000000,4
808580c2f4000000,7
808580c2fc000000,6
808580c304000000,6
808580c30c000000,6
808580c314000000,5
808580c31c000000,5
808580c324000000,4
808580c32c000000,2
808580c334000000,4
808580c33c000000,4
808580c344000000,5
808580c34c000000,5
808580c354000000,5
808580c35c000000,5
808580c364000000,6
808580c36c000000,5
808580c374000000,6
808580c37c000000,8
808580c384000000,8
808580c38c000000,8
808580c394000000,8
808580c39c000000,7
808580c3a4000000,6
808580c3ac000000,6
808580c3b4000000,7
808580c3bc000000,7
808580c3c4000000,8
808580c3cc000000,8
808580c3d4000000,9
808580c3dc000000,8
808580c3e4000000,9
808580c3ec000000,9
808580c3f4000000,9
808580c3fc000000,11
808580c404000000,11
808580c40c000000,9
808580c414000000,11
808580c41c000000,11
808580c424000000,11
808580c42c000000,10
808580c434000000,11
808580c43c000000,11
808580c444000000,11
808580c44c000000,11
808580c454000000,10
808580c45c000000,8
808580c464000000,8
808580c46c000000,9
808580c474000000,8
808580c47c000000,8
808580c484000000,8
808580c48c000000,8
808580c494000000,7
808580c49c000000,7
808580c4a4000000,6
808580c4ac000000,5
808580c4b4000000,7
808580c4bc000000,7
808580c4c4000000,7
808580c4cc000000,7
808580c4d4000000,6
808580c4dc000000,7
808580c4e4000000,7
808580c4ec000000,7
808580c4f4000000,8
